"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","6001 32nd Ave N"
"Comments:","Basset Creek Park"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","09/2/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Westbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
09/08/2025 22:00 - 22:59,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,8,24.8,32.5
09/08/2025 23:00 - 23:59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20.5,22.0
09/09/2025 00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/09/2025 01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/09/2025 02:00 - 02:59,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,23.7,31.3
09/09/2025 03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/09/2025 04:00 - 04:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/09/2025 05:00 - 05:59,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,30.0,31.3
09/09/2025 06:00 - 06:59,1,2,1,4,3,0,1,0,0,0,0,0,0,0,0,12,27.3,33.8
09/09/2025 07:00 - 07:59,1,3,7,7,3,0,0,0,0,0,0,0,0,0,0,21,25.1,30.5
09/09/2025 08:00 - 08:59,2,5,4,8,4,0,0,0,0,0,0,0,0,0,0,23,24.7,31.1
09/09/2025 09:00 - 09:59,0,7,1,6,6,2,0,0,0,0,0,0,0,0,0,22,27.3,34.5
09/09/2025 10:00 - 10:59,2,1,2,3,1,0,1,0,0,0,0,0,0,0,0,10,24.7,31.0
09/09/2025 11:00 - 11:59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
