"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4825 Douglas Dr"
"Comments:","In front of Community Center"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/22/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Northbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/28/2025 06:00 - 06:59,1,0,2,5,62,40,12,3,1,0,0,0,0,0,0,126,36.0,40.6
07/28/2025 07:00 - 07:59,0,0,1,11,60,50,17,0,0,0,0,0,0,0,0,139,36.0,40.6
07/28/2025 08:00 - 08:59,0,0,16,37,82,46,10,0,1,0,0,0,0,0,0,192,33.5,39.0
07/28/2025 09:00 - 09:59,0,1,11,21,80,46,8,4,0,0,0,0,0,0,0,171,34.3,39.5
07/28/2025 10:00 - 10:59,1,1,3,23,110,56,7,0,0,0,0,0,0,0,0,201,34.3,38.9
07/28/2025 11:00 - 11:59,0,1,1,29,116,76,7,1,0,0,0,0,0,0,0,231,34.8,39.2
07/28/2025 12:00 - 12:59,1,1,6,31,103,82,16,0,0,0,0,0,0,0,0,240,34.8,39.8
07/28/2025 13:00 - 13:59,2,0,0,21,134,80,18,1,0,0,0,0,0,0,0,256,35.2,39.8
07/28/2025 14:00 - 14:59,0,1,2,15,116,104,21,4,0,0,0,1,0,0,0,264,36.2,40.3
07/28/2025 15:00 - 15:59,0,1,6,40,137,123,33,5,0,0,0,0,0,0,0,345,35.7,40.4
07/28/2025 16:00 - 16:59,0,0,4,26,171,125,21,1,0,0,0,0,0,0,0,348,35.4,39.8
07/28/2025 17:00 - 17:59,0,1,2,20,151,153,30,3,0,0,0,0,0,0,0,360,36.2,40.3
07/28/2025 18:00 - 18:59,0,0,4,17,116,97,22,1,1,1,0,0,0,0,0,259,36.0,40.3
07/28/2025 19:00 - 19:59,0,0,8,23,103,63,6,0,0,0,0,0,0,0,2,205,34.9,39.2
07/28/2025 20:00 - 20:59,1,0,3,18,67,58,4,0,1,0,0,0,0,0,0,152,34.8,39.4
07/28/2025 21:00 - 21:59,0,0,1,16,42,22,7,2,0,0,0,0,0,0,0,90,34.8,39.9
07/28/2025 22:00 - 22:59,0,0,1,13,27,17,5,0,0,0,0,0,0,0,0,63,34.4,39.5
07/28/2025 23:00 - 23:59,0,0,1,4,12,12,3,1,1,2,0,0,0,0,0,36,37.5,42.8
07/29/2025 00:00 - 00:59,0,0,0,2,3,3,3,0,0,0,0,0,0,0,0,11,36.5,42.4
07/29/2025 01:00 - 01:59,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,7,41.9,44.6
07/29/2025 02:00 - 02:59,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,6,34.2,37.5
07/29/2025 03:00 - 03:59,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,7,31.3,35.3
07/29/2025 04:00 - 04:59,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,12,34.3,40.3
07/29/2025 05:00 - 05:59,0,1,0,5,17,14,3,0,0,0,0,0,0,0,0,40,35.0,39.8
07/29/2025 06:00 - 06:59,0,0,3,12,55,44,6,1,0,0,0,0,0,0,0,121,35.2,39.7
07/29/2025 07:00 - 07:59,1,1,0,13,66,68,13,1,0,0,0,0,0,0,0,163,35.8,40.2
07/29/2025 08:00 - 08:59,0,0,1,16,80,70,8,1,0,0,0,0,0,0,0,176,35.5,39.7
07/29/2025 09:00 - 09:59,1,1,3,23,107,58,10,2,0,0,0,0,0,0,0,205,34.6,39.3
07/29/2025 10:00 - 10:59,0,0,3,19,83,68,12,0,0,0,0,0,0,0,0,185,35.3,39.8
07/29/2025 11:00 - 11:59,0,0,4,28,103,78,17,0,0,0,0,0,0,0,0,230,35.1,39.8
07/29/2025 12:00 - 12:59,1,0,7,27,99,74,14,0,0,0,0,0,0,1,0,223,0.0,0.0
