"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/01/2025 03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
07/01/2025 04:00 - 04:59,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,21.0,23.3
07/01/2025 05:00 - 05:59,2,11,8,0,0,0,0,0,0,0,0,0,0,0,0,21,19.6,23.7
07/01/2025 06:00 - 06:59,3,16,7,0,0,0,0,0,0,0,0,0,0,0,0,26,18.9,22.9
07/01/2025 07:00 - 07:59,7,19,17,0,0,0,0,0,0,0,0,0,0,0,0,43,19.1,24.0
07/01/2025 08:00 - 08:59,8,25,15,0,0,0,0,0,0,0,0,0,0,0,0,48,18.7,23.4
07/01/2025 09:00 - 09:59,5,36,5,0,0,0,0,0,0,0,0,0,0,0,0,46,18.2,20.7
07/01/2025 10:00 - 10:59,3,26,5,0,0,0,0,0,0,0,0,0,0,0,0,34,18.5,20.9
07/01/2025 11:00 - 11:59,5,26,12,0,0,0,0,0,0,0,0,0,0,0,0,43,19.0,23.1
07/01/2025 12:00 - 12:59,4,36,15,0,0,0,0,0,0,0,0,0,0,0,0,55,19.3,23.1
07/01/2025 13:00 - 13:59,4,29,12,0,0,0,0,0,0,0,0,0,0,0,0,45,19.1,23.0
07/01/2025 14:00 - 14:59,8,31,17,0,0,0,0,0,0,0,0,0,0,0,0,56,18.9,23.4
07/01/2025 15:00 - 15:59,2,40,20,0,0,0,0,0,0,0,0,0,0,0,0,62,19.9,23.5
07/01/2025 16:00 - 16:59,2,30,24,1,0,0,0,0,0,0,0,0,0,0,0,57,20.5,24.3
07/01/2025 17:00 - 17:59,8,39,17,4,0,0,0,0,0,0,0,0,0,0,0,68,19.4,24.0
07/01/2025 18:00 - 18:59,4,22,21,0,0,0,0,0,0,0,0,0,0,0,0,47,20.0,24.2
